LineID,Order ID,Order Date,Ship Date,Ship Mode,Category,Sub-Category,Country,Region,State,Postal Code,Product Name,Customer Name,Sales,Quantity,Profit,Discount
1629,CA-2018-101049,21/06/2018 00:00,25/06/2018 00:00,Second Class,Furniture,Furnishings,United States,East,Ohio,44105,"Stacking Tray, Side-Loading, Legal, Smoke",Alan Shonely,17.92,5,2.464,0.2
1630,CA-2018-101049,21/06/2018 00:00,25/06/2018 00:00,Second Class,Office Supplies,Binders,United States,East,Ohio,44105,Deluxe Heavy-Duty Vinyl Round Ring Binder,Alan Shonely,41.256,6,-34.38,0.7
1631,CA-2017-106530,08/05/2017 00:00,08/05/2017 00:00,Same Day,Office Supplies,Storage,United States,East,Ohio,44105,Smead Adjustable Mobile File Trolley with Lockable Top,Clay Ludtke,1006.056,3,88.0299,0.2
1632,CA-2017-106530,08/05/2017 00:00,08/05/2017 00:00,Same Day,Office Supplies,Paper,United States,East,Ohio,44105,Xerox 1898,Clay Ludtke,10.688,2,3.7408,0.2
1633,CA-2017-106530,08/05/2017 00:00,08/05/2017 00:00,Same Day,Office Supplies,Paper,United States,East,Ohio,44105,Xerox 222,Clay Ludtke,10.368,2,3.6288,0.2
1634,CA-2017-106530,08/05/2017 00:00,08/05/2017 00:00,Same Day,Office Supplies,Storage,United States,East,Ohio,44105,Hanging Personal Folder File,Clay Ludtke,25.12,2,1.57,0.2
1635,CA-2017-106530,08/05/2017 00:00,08/05/2017 00:00,Same Day,Technology,Accessories,United States,East,Ohio,44105,SanDisk Cruzer 64 GB USB Flash Drive,Clay Ludtke,58.112,2,7.264,0.2
1636,CA-2015-168984,26/11/2015 00:00,02/12/2015 00:00,Standard Class,Office Supplies,Paper,United States,West,Oregon,97224,Xerox 2,Natalie Webber,15.552,3,5.4432,0.2
1637,CA-2015-168984,26/11/2015 00:00,02/12/2015 00:00,Standard Class,Office Supplies,Storage,United States,West,Oregon,97224,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Natalie Webber,669.08,5,-167.27,0.2
1638,CA-2015-168984,26/11/2015 00:00,02/12/2015 00:00,Standard Class,Technology,Phones,United States,West,Oregon,97224,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Natalie Webber,438.336,4,-87.6672,0.2
1639,CA-2017-157266,26/05/2017 00:00,01/06/2017 00:00,Standard Class,Office Supplies,Paper,United States,East,District of Columbia,20016,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Toby Braunhardt,19.44,3,9.3312,0
1640,CA-2017-157266,26/05/2017 00:00,01/06/2017 00:00,Standard Class,Office Supplies,Binders,United States,East,District of Columbia,20016,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Toby Braunhardt,9.64,2,4.4344,0
1641,CA-2017-157266,26/05/2017 00:00,01/06/2017 00:00,Standard Class,Office Supplies,Paper,United States,East,District of Columbia,20016,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Toby Braunhardt,12.7,2,5.842,0
1642,CA-2017-157266,26/05/2017 00:00,01/06/2017 00:00,Standard Class,Furniture,Furnishings,United States,East,District of Columbia,20016,9-3/4 Diameter Round Wall Clock,Toby Braunhardt,41.37,3,17.3754,0
1643,US-2015-134712,29/11/2015 00:00,04/12/2015 00:00,Standard Class,Office Supplies,Fasteners,United States,Central,Illinois,60076,Staples,Bill Stewart,12.624,2,3.945,0.2
1644,CA-2016-111829,19/03/2016 00:00,20/03/2016 00:00,First Class,Office Supplies,Storage,United States,West,Washington,98115,Deluxe Rollaway Locking File with Drawer,Fred Hopkins,1247.64,3,349.3392,0
1645,CA-2016-111829,19/03/2016 00:00,20/03/2016 00:00,First Class,Technology,Copiers,United States,West,Washington,98115,Canon PC940 Copier,Fred Hopkins,3149.93,7,1480.4671,0
1646,CA-2016-111829,19/03/2016 00:00,20/03/2016 00:00,First Class,Office Supplies,Paper,United States,West,Washington,98115,Multicolor Computer Printout Paper,Fred Hopkins,209.7,2,100.656,0
1647,CA-2016-105221,01/11/2016 00:00,03/11/2016 00:00,First Class,Technology,Accessories,United States,East,Pennsylvania,19140,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Valerie Mitchum,35.36,2,-3.094,0.2
1648,CA-2016-105221,01/11/2016 00:00,03/11/2016 00:00,First Class,Office Supplies,Fasteners,United States,East,Pennsylvania,19140,"Brites Rubber Bands, 1 1/2 oz. Box",Valerie Mitchum,3.168,2,-0.7128,0.2
1649,CA-2016-120341,26/09/2016 00:00,29/09/2016 00:00,Second Class,Office Supplies,Binders,United States,East,Pennsylvania,19143,Catalog Binders with Expanding Posts,Sarah Foster,121.104,6,-100.92,0.7
1650,CA-2016-120341,26/09/2016 00:00,29/09/2016 00:00,Second Class,Technology,Phones,United States,East,Pennsylvania,19143,Grandstream GXP2100 Mainstream Business Phone,Sarah Foster,45.894,1,-9.1788,0.4
1651,CA-2015-135699,29/08/2015 00:00,29/08/2015 00:00,Same Day,Office Supplies,Paper,United States,West,California,94110,Xerox 1940,Hilary Holden,109.92,2,53.8608,0
1652,CA-2015-135699,29/08/2015 00:00,29/08/2015 00:00,Same Day,Office Supplies,Paper,United States,West,California,94110,Xerox 1986,Hilary Holden,13.36,2,6.4128,0
1653,US-2018-132444,18/11/2018 00:00,21/11/2018 00:00,First Class,Office Supplies,Storage,United States,West,Washington,98105,Eldon Portable Mobile Manager,Christina DeMoss,169.68,6,45.8136,0
1654,US-2018-132444,18/11/2018 00:00,21/11/2018 00:00,First Class,Technology,Accessories,United States,West,Washington,98105,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Christina DeMoss,132.52,4,54.3332,0
1655,US-2018-132444,18/11/2018 00:00,21/11/2018 00:00,First Class,Office Supplies,Fasteners,United States,West,Washington,98105,Binder Clips by OIC,Christina DeMoss,2.96,2,1.4208,0
1656,US-2018-132444,18/11/2018 00:00,21/11/2018 00:00,First Class,Office Supplies,Binders,United States,West,Washington,98105,"Wilson Jones 1"" Hanging DublLock Ring Binders",Christina DeMoss,8.448,2,2.9568,0.2
1657,US-2018-132444,18/11/2018 00:00,21/11/2018 00:00,First Class,Office Supplies,Storage,United States,West,Washington,98105,Fellowes Bankers Box Stor/Drawer Steel Plus,Christina DeMoss,95.94,3,9.594,0
1658,CA-2015-127159,12/05/2015 00:00,15/05/2015 00:00,First Class,Furniture,Furnishings,United States,Central,Wisconsin,53209,"DAX Value U-Channel Document Frames, Easel Back",Hunter Lopez,34.79,7,10.7849,0
1659,CA-2018-161809,20/01/2018 00:00,26/01/2018 00:00,Standard Class,Technology,Phones,United States,West,California,90045,RCA Visys Integrated PBX 8-Line Router,Thea Hendricks,160.776,3,10.0485,0.2
1660,CA-2018-127285,30/10/2018 00:00,06/11/2018 00:00,Standard Class,Office Supplies,Binders,United States,West,Washington,98115,"GBC Velobind Prepunched Cover Sets, Regency Series",Michelle Moray,88.752,3,27.735,0.2
1661,CA-2018-127285,30/10/2018 00:00,06/11/2018 00:00,Standard Class,Office Supplies,Binders,United States,West,Washington,98115,Cardinal Slant-D Ring Binders,Michelle Moray,13.904,2,5.214,0.2
1662,CA-2018-144526,30/04/2018 00:00,06/05/2018 00:00,Standard Class,Technology,Phones,United States,East,Pennsylvania,19143,Polycom SoundPoint IP 450 VoIP phone,Quincy Jones,677.58,5,-158.102,0.4
1663,CA-2018-144526,30/04/2018 00:00,06/05/2018 00:00,Standard Class,Office Supplies,Binders,United States,East,Pennsylvania,19143,GBC VeloBind Cover Sets,Quincy Jones,13.896,3,-9.264,0.7
1664,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Office Supplies,Storage,United States,Central,Texas,75217,Sterilite Officeware Hinged File Box,Neola Schneider,41.92,5,3.668,0.2
1665,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Technology,Accessories,United States,Central,Texas,75217,Logitech G19 Programmable Gaming Keyboard,Neola Schneider,297.576,3,-7.4394,0.2
1666,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Office Supplies,Fasteners,United States,Central,Texas,75217,Colored Push Pins,Neola Schneider,4.344,3,0.8688,0.2
1667,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Technology,Accessories,United States,Central,Texas,75217,Logitech G105 Gaming Keyboard,Neola Schneider,94.992,2,-2.3748,0.2
1668,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Office Supplies,Paper,United States,Central,Texas,75217,Xerox 1925,Neola Schneider,74.352,3,23.235,0.2
1669,CA-2017-128531,24/11/2017 00:00,26/11/2017 00:00,Second Class,Office Supplies,Art,United States,Central,Texas,75217,"Dixon My First Ticonderoga Pencil, #2",Neola Schneider,14.04,3,1.5795,0.2
1670,US-2016-157154,10/01/2016 00:00,15/01/2016 00:00,Standard Class,Furniture,Tables,United States,East,New York,10011,Bush Advantage Collection Racetrack Conference Table,Michael Moore,1018.104,4,-373.3048,0.4
1671,CA-2018-159457,19/10/2018 00:00,26/10/2018 00:00,Standard Class,Technology,Phones,United States,Central,Texas,77095,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Rick Duston,16.68,3,5.2125,0.2
1672,CA-2017-107615,22/03/2017 00:00,25/03/2017 00:00,First Class,Technology,Accessories,United States,West,Nevada,89031,Logitech ClearChat Comfort/USB Headset H390,Robert Barroso,58.58,2,19.3314,0
1673,CA-2018-111647,03/07/2018 00:00,07/07/2018 00:00,Standard Class,Technology,Phones,United States,Central,Texas,75023,netTALK DUO VoIP Telephone Service,Rob Dowd,167.968,4,62.988,0.2
1674,CA-2016-150560,11/12/2016 00:00,12/12/2016 00:00,First Class,Office Supplies,Labels,United States,South,Virginia,23434,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Shaun Weien,196.62,2,96.3438,0
1675,CA-2016-143077,17/09/2016 00:00,21/09/2016 00:00,Standard Class,Furniture,Furnishings,United States,Central,Texas,77041,Howard Miller Distant Time Traveler Alarm Clock,Sylvia Foulston,21.936,2,-10.4196,0.6
1676,CA-2016-143077,17/09/2016 00:00,21/09/2016 00:00,Standard Class,Office Supplies,Binders,United States,Central,Texas,77041,GBC Imprintable Covers,Sylvia Foulston,6.588,3,-10.2114,0.8
1677,CA-2017-122728,18/05/2017 00:00,24/05/2017 00:00,Standard Class,Office Supplies,Storage,United States,West,California,94110,Home/Office Personal File Carts,Eric Barreto,104.28,3,26.07,0
1678,CA-2017-122728,18/05/2017 00:00,24/05/2017 00:00,Standard Class,Office Supplies,Paper,United States,West,California,94110,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Eric Barreto,17.94,3,8.7906,0
1679,CA-2015-122882,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Office Supplies,Storage,United States,East,Pennsylvania,19134,"Carina 42""Hx23 3/4""W Media Storage Unit",Sean Braxton,64.784,1,-14.5764,0.2
1680,CA-2015-122882,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Technology,Phones,United States,East,Pennsylvania,19134,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Sean Braxton,32.382,3,4.3176,0.4
1681,CA-2015-122882,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Furniture,Furnishings,United States,East,Pennsylvania,19134,DAX Natural Wood-Tone Poster Frame,Sean Braxton,42.368,2,8.4736,0.2
1682,CA-2015-122882,07/09/2015 00:00,13/09/2015 00:00,Standard Class,Technology,Machines,United States,East,Pennsylvania,19134,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Sean Braxton,399.54,4,-559.356,0.7
1683,US-2017-101497,29/09/2017 00:00,01/10/2017 00:00,Second Class,Office Supplies,Paper,United States,West,California,90008,Xerox 1887,Pamela Stobb,18.97,1,9.1056,0
1684,CA-2017-147585,07/11/2017 00:00,12/11/2017 00:00,Standard Class,Furniture,Furnishings,United States,West,California,94110,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Claudia Bergmann,14.82,3,6.2244,0
1685,CA-2018-149489,24/04/2018 00:00,27/04/2018 00:00,First Class,Office Supplies,Appliances,United States,East,Pennsylvania,19143,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Damala Kotsonis,99.28,2,12.41,0.2
1686,CA-2018-149489,24/04/2018 00:00,27/04/2018 00:00,First Class,Office Supplies,Binders,United States,East,Pennsylvania,19143,Avery Reinforcements for Hole-Punch Pages,Damala Kotsonis,1.188,2,-0.99,0.7
1687,CA-2018-149489,24/04/2018 00:00,27/04/2018 00:00,First Class,Office Supplies,Binders,United States,East,Pennsylvania,19143,GBC ProClick Spines for 32-Hole Punch,Damala Kotsonis,7.518,2,-5.7638,0.7
1688,CA-2018-143798,10/12/2018 00:00,12/12/2018 00:00,First Class,Office Supplies,Paper,United States,East,Pennsylvania,19140,Xerox 210,Anthony Witt,10.368,2,3.6288,0.2
1689,CA-2018-143798,10/12/2018 00:00,12/12/2018 00:00,First Class,Furniture,Furnishings,United States,East,Pennsylvania,19140,Electrix Halogen Magnifier Lamp,Anthony Witt,310.88,2,23.316,0.2
1690,CA-2015-142839,16/08/2015 00:00,20/08/2015 00:00,Standard Class,Furniture,Tables,United States,East,Pennsylvania,19143,Chromcraft Rectangular Conference Tables,Troy Staebel,853.092,6,-227.4912,0.4
1691,CA-2018-129833,09/12/2018 00:00,15/12/2018 00:00,Standard Class,Office Supplies,Paper,United States,Central,Indiana,46203,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Herbert Flentye,33.45,5,15.387,0
1692,CA-2018-129833,09/12/2018 00:00,15/12/2018 00:00,Standard Class,Office Supplies,Binders,United States,Central,Indiana,46203,Economy Binders,Herbert Flentye,10.4,5,5.096,0
1693,US-2017-154361,14/03/2017 00:00,19/03/2017 00:00,Standard Class,Furniture,Furnishings,United States,East,Ohio,43229,Advantus Panel Wall Acrylic Frame,Henia Zydlo,21.88,5,6.2905,0.2
1694,US-2017-158708,26/06/2017 00:00,29/06/2017 00:00,Second Class,Technology,Accessories,United States,Central,Texas,75023,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Alejandro Ballentine,13.616,2,3.5742,0.2
1695,CA-2016-156335,25/09/2016 00:00,28/09/2016 00:00,Second Class,Technology,Accessories,United States,East,New Jersey,7002,Memorex Micro Travel Drive 16 GB,Phillina Ober,63.96,4,19.8276,0
1696,CA-2016-156335,25/09/2016 00:00,28/09/2016 00:00,Second Class,Office Supplies,Binders,United States,East,New Jersey,7002,Tuff Stuff Recycled Round Ring Binders,Phillina Ober,14.46,3,7.0854,0
1697,CA-2016-156335,25/09/2016 00:00,28/09/2016 00:00,Second Class,Technology,Phones,United States,East,New Jersey,7002,netTALK DUO VoIP Telephone Service,Phillina Ober,104.98,2,52.49,0
1698,CA-2016-148376,27/12/2016 00:00,31/12/2016 00:00,Standard Class,Office Supplies,Appliances,United States,West,California,90008,Belkin F9G930V10-GRY 9 Outlet Surge,Arthur Gainer,106.96,2,31.0184,0
1699,CA-2016-148376,27/12/2016 00:00,31/12/2016 00:00,Standard Class,Office Supplies,Labels,United States,West,California,90008,Avery 497,Arthur Gainer,21.56,7,10.3488,0
1700,CA-2015-135657,03/06/2015 00:00,07/06/2015 00:00,Second Class,Furniture,Tables,United States,West,Washington,98115,KI Adjustable-Height Table,Steven Cartwright,515.88,6,113.4936,0
1701,CA-2016-114069,13/07/2016 00:00,15/07/2016 00:00,Second Class,Office Supplies,Binders,United States,East,New York,10035,GBC Plastic Binding Combs,Natalie DeCherney,11.808,2,4.2804,0.2
1702,CA-2016-114069,13/07/2016 00:00,15/07/2016 00:00,Second Class,Furniture,Chairs,United States,East,New York,10035,Safco Contoured Stacking Chairs,Natalie DeCherney,1931.04,9,321.84,0.1
1703,CA-2016-114069,13/07/2016 00:00,15/07/2016 00:00,Second Class,Office Supplies,Paper,United States,East,New York,10035,Easy-staple paper,Natalie DeCherney,9.96,2,4.6812,0
1704,CA-2015-139857,02/02/2015 00:00,06/02/2015 00:00,Standard Class,Office Supplies,Fasteners,United States,West,California,92037,Staples,Cynthia Delaney,12.35,5,5.8045,0
1705,CA-2017-106306,08/03/2017 00:00,08/03/2017 00:00,Same Day,Office Supplies,Binders,United States,West,Arizona,85301,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Patrick Gardner,9.702,3,-7.1148,0.7
1706,CA-2016-100545,22/11/2016 00:00,26/11/2016 00:00,Standard Class,Office Supplies,Binders,United States,East,Pennsylvania,19120,GBC Durable Plastic Covers,Irene Maddox,11.61,2,-9.288,0.7
1707,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Office Supplies,Labels,United States,West,California,94122,Avery 500,Jamie Kunitz,43.86,6,20.6142,0
1708,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Technology,Phones,United States,West,California,94122,Geemarc AmpliPOWER60,Jamie Kunitz,148.48,2,16.704,0.2
1709,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Office Supplies,Paper,United States,West,California,94122,"""While you Were Out"" Message Book, One Form per Page",Jamie Kunitz,7.42,2,3.71,0
1710,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Furniture,Chairs,United States,West,California,94122,"Global Leather Task Chair, Black",Jamie Kunitz,71.992,1,-0.8999,0.2
1711,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Office Supplies,Art,United States,West,California,94122,4009 Highlighters by Sanford,Jamie Kunitz,19.9,5,6.567,0
1712,CA-2018-123491,30/10/2018 00:00,05/11/2018 00:00,Standard Class,Office Supplies,Appliances,United States,West,California,94122,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Jamie Kunitz,1702.12,14,510.636,0
1713,CA-2016-145401,30/01/2016 00:00,04/02/2016 00:00,Standard Class,Office Supplies,Paper,United States,Central,Texas,77070,Rediform Voice Mail Log Books,Jeremy Pistek,14.304,6,5.0064,0.2
1714,US-2018-124968,08/09/2018 00:00,13/09/2018 00:00,Second Class,Furniture,Tables,United States,Central,Illinois,60610,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Michelle Moray,765.625,7,-566.5625,0.5
1715,CA-2018-104003,07/10/2018 00:00,13/10/2018 00:00,Standard Class,Furniture,Bookcases,United States,West,California,94110,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Debra Catini,307.666,2,-14.4784,0.15
1716,CA-2017-154788,30/04/2017 00:00,04/05/2017 00:00,Standard Class,Office Supplies,Binders,United States,East,New York,10011,Tuff Stuff Recycled Round Ring Binders,John Lee,7.712,2,2.7956,0.2
1717,CA-2017-169943,19/05/2017 00:00,24/05/2017 00:00,Standard Class,Office Supplies,Appliances,United States,East,New York,10011,Belkin Premiere Surge Master II 8-outlet surge protector,Bradley Nguyen,242.9,5,70.441,0
1718,CA-2017-169943,19/05/2017 00:00,24/05/2017 00:00,Standard Class,Office Supplies,Storage,United States,East,New York,10011,Safco Industrial Wire Shelving System,Bradley Nguyen,454.9,5,0,0
1719,CA-2017-169943,19/05/2017 00:00,24/05/2017 00:00,Standard Class,Furniture,Furnishings,United States,East,New York,10011,Nu-Dell Float Frame 11 x 14 1/2,Bradley Nguyen,35.92,4,15.0864,0
1720,CA-2017-169943,19/05/2017 00:00,24/05/2017 00:00,Standard Class,Furniture,Furnishings,United States,East,New York,10011,"DAX Value U-Channel Document Frames, Easel Back",Bradley Nguyen,39.76,8,12.3256,0
1721,CA-2017-169943,19/05/2017 00:00,24/05/2017 00:00,Standard Class,Office Supplies,Binders,United States,East,New York,10011,Recycled Easel Ring Binders,Bradley Nguyen,47.744,4,14.92,0.2
1722,US-2016-123218,20/12/2016 00:00,25/12/2016 00:00,Standard Class,Technology,Phones,United States,Central,Illinois,60623,Apple iPhone 5C,Katherine Ducich,159.984,2,11.9988,0.2
1723,US-2016-123218,20/12/2016 00:00,25/12/2016 00:00,Standard Class,Technology,Accessories,United States,Central,Illinois,60623,Logitech G600 MMO Gaming Mouse,Katherine Ducich,255.968,4,51.1936,0.2
1724,US-2016-123218,20/12/2016 00:00,25/12/2016 00:00,Standard Class,Furniture,Bookcases,United States,Central,Illinois,60623,"Sauder Facets Collection Library, Sky Alder Finish",Katherine Ducich,359.058,3,-71.8116,0.3
1725,CA-2016-127453,19/12/2016 00:00,20/12/2016 00:00,First Class,Office Supplies,Appliances,United States,East,Pennsylvania,19143,Avanti 4.4 Cu. Ft. Refrigerator,Jay Kimmel,434.352,3,43.4352,0.2
1726,CA-2016-127453,19/12/2016 00:00,20/12/2016 00:00,First Class,Office Supplies,Appliances,United States,East,Pennsylvania,19143,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Jay Kimmel,3.552,2,0.444,0.2
1727,CA-2016-127453,19/12/2016 00:00,20/12/2016 00:00,First Class,Office Supplies,Appliances,United States,East,Pennsylvania,19143,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Jay Kimmel,88.832,4,7.7728,0.2
1728,US-2018-164056,29/04/2018 00:00,04/05/2018 00:00,Second Class,Furniture,Tables,United States,East,Ohio,43017,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Filia McAdams,1048.35,5,-69.89,0.4
1729,CA-2017-106894,07/02/2017 00:00,07/02/2017 00:00,Same Day,Technology,Accessories,United States,South,Virginia,22153,Micro Innovations USB RF Wireless Keyboard with Mouse,Christina Anderson,100,4,21,0
1730,CA-2017-106894,07/02/2017 00:00,07/02/2017 00:00,Same Day,Office Supplies,Labels,United States,South,Virginia,22153,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Christina Anderson,7.83,3,3.6018,0
1731,CA-2015-125136,28/09/2015 00:00,03/10/2015 00:00,Standard Class,Office Supplies,Paper,United States,South,North Carolina,28314,White GlueTop Scratch Pads,Keith Dawkins,96.256,8,31.2832,0.2
1732,CA-2015-125136,28/09/2015 00:00,03/10/2015 00:00,Standard Class,Office Supplies,Paper,United States,South,North Carolina,28314,Xerox 195,Keith Dawkins,10.688,2,3.7408,0.2
1733,US-2017-131149,10/07/2017 00:00,14/07/2017 00:00,Standard Class,Office Supplies,Storage,United States,Central,Texas,75081,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Logan Haushalter,338.04,3,-33.804,0.2
1734,US-2017-131149,10/07/2017 00:00,14/07/2017 00:00,Standard Class,Office Supplies,Art,United States,Central,Texas,75081,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Logan Haushalter,154.24,4,17.352,0.2
1735,CA-2018-101483,29/07/2018 00:00,01/08/2018 00:00,Second Class,Office Supplies,Appliances,United States,South,North Carolina,28540,Holmes HEPA Air Purifier,Anna Gayman,34.848,2,6.534,0.2
1736,CA-2018-101483,29/07/2018 00:00,01/08/2018 00:00,Second Class,Technology,Phones,United States,South,North Carolina,28540,Samsung Replacement EH64AVFWE Premium Headset,Anna Gayman,22,5,1.375,0.2
1737,CA-2018-101483,29/07/2018 00:00,01/08/2018 00:00,Second Class,Office Supplies,Art,United States,South,North Carolina,28540,Newell 322,Anna Gayman,4.368,3,0.3822,0.2
1738,CA-2016-130204,03/09/2016 00:00,09/09/2016 00:00,Standard Class,Office Supplies,Storage,United States,West,California,94122,Sterilite Officeware Hinged File Box,David Bremer,31.44,3,8.4888,0
1739,CA-2016-130204,03/09/2016 00:00,09/09/2016 00:00,Standard Class,Technology,Accessories,United States,West,California,94122,Kingston Digital DataTraveler 16GB USB 2.0,David Bremer,17.9,2,3.401,0
1740,CA-2016-130204,03/09/2016 00:00,09/09/2016 00:00,Standard Class,Technology,Accessories,United States,West,California,94122,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",David Bremer,129.45,5,46.602,0
1741,CA-2015-110527,09/08/2015 00:00,16/08/2015 00:00,Standard Class,Office Supplies,Labels,United States,West,California,92037,Avery 494,Emily Ducich,20.88,8,9.6048,0
1742,CA-2018-152807,30/10/2018 00:00,03/11/2018 00:00,Standard Class,Office Supplies,Paper,United States,East,Pennsylvania,19140,Xerox 231,Mick Crebagga,20.736,4,7.2576,0.2
1743,CA-2018-152807,30/10/2018 00:00,03/11/2018 00:00,Standard Class,Furniture,Furnishings,United States,East,Pennsylvania,19140,"Stacking Tray, Side-Loading, Legal, Smoke",Mick Crebagga,7.168,2,0.9856,0.2
1744,CA-2018-152807,30/10/2018 00:00,03/11/2018 00:00,Standard Class,Office Supplies,Storage,United States,East,Pennsylvania,19140,Eldon Shelf Savers Cubes and Bins,Mick Crebagga,11.168,2,-2.5128,0.2
1745,CA-2018-152807,30/10/2018 00:00,03/11/2018 00:00,Standard Class,Technology,Accessories,United States,East,Pennsylvania,19140,First Data FD10 PIN Pad,Mick Crebagga,442.4,7,-55.3,0.2
1746,CA-2015-133270,06/06/2015 00:00,09/06/2015 00:00,First Class,Office Supplies,Art,United States,East,New York,14609,Sanford Liquid Accent Highlighters,Bryan Mills,13.36,2,4.9432,0
1747,CA-2017-155670,13/08/2017 00:00,17/08/2017 00:00,Second Class,Office Supplies,Binders,United States,South,North Carolina,28540,Acco Translucent Poly Ring Binders,Erin Mull,11.232,8,-8.2368,0.7
1748,CA-2017-155670,13/08/2017 00:00,17/08/2017 00:00,Second Class,Office Supplies,Paper,United States,South,North Carolina,28540,Easy-staple paper,Erin Mull,10.272,3,3.21,0.2
1749,US-2015-157406,25/04/2015 00:00,29/04/2015 00:00,Standard Class,Office Supplies,Paper,United States,Central,Texas,77095,Xerox 1985,Dianna Arnett,10.368,2,3.6288,0.2
1750,US-2015-157406,25/04/2015 00:00,29/04/2015 00:00,Standard Class,Office Supplies,Art,United States,Central,Texas,77095,12 Colored Short Pencils,Dianna Arnett,6.24,3,0.546,0.2
1751,CA-2016-139094,22/11/2016 00:00,27/11/2016 00:00,Standard Class,Furniture,Tables,United States,Central,Texas,78207,Hon 2111 Invitation Series Straight Table,Meg O'Connel,206.962,2,-32.5226,0.3
1752,CA-2018-168837,14/10/2018 00:00,17/10/2018 00:00,First Class,Furniture,Furnishings,United States,West,California,94601,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Joni Wasserman,9.46,2,3.6894,0
1753,CA-2018-116715,02/12/2018 00:00,05/12/2018 00:00,First Class,Office Supplies,Storage,United States,West,California,94122,"Fellowes Mobile File Cart, Black",Victoria Wilson,559.62,9,151.0974,0
1754,CA-2018-116715,02/12/2018 00:00,05/12/2018 00:00,First Class,Office Supplies,Paper,United States,West,California,94122,Xerox 1940,Victoria Wilson,109.92,2,53.8608,0
1755,CA-2018-116715,02/12/2018 00:00,05/12/2018 00:00,First Class,Office Supplies,Paper,United States,West,California,94122,Xerox 1962,Victoria Wilson,8.56,2,3.852,0
1756,CA-2016-135622,08/12/2016 00:00,11/12/2016 00:00,Second Class,Office Supplies,Paper,United States,Central,Texas,76106,Xerox 1945,Tonja Turnell,360.712,11,130.7581,0.2
1757,CA-2016-135622,08/12/2016 00:00,11/12/2016 00:00,Second Class,Technology,Phones,United States,Central,Texas,76106,Wilson Electronics DB Pro Signal Booster,Tonja Turnell,1718.4,6,150.36,0.2
1758,US-2016-107349,13/07/2016 00:00,15/07/2016 00:00,First Class,Office Supplies,Binders,United States,Central,Texas,77095,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Sara Luxemburg,41.568,6,-66.5088,0.8
1759,CA-2015-139017,11/05/2015 00:00,17/05/2015 00:00,Standard Class,Technology,Accessories,United States,Central,Texas,77095,Logitech ClearChat Comfort/USB Headset H390,Raymond Messe,46.864,2,7.6154,0.2
